33,US-2015-150630,TB-21520,OFF-BI-10000474,11,732,15,Standard Class,9.618,2,0.7,-7.0532
34,US-2015-150630,TB-21520,FUR-FU-10004848,11,732,15,Standard Class,124.2,3,0.2,15.525
35,US-2015-150630,TB-21520,OFF-EN-10001509,11,732,15,Standard Class,3.264,2,0.2,1.1016
36,US-2015-150630,TB-21520,OFF-AR-10004042,11,732,15,Standard Class,86.304,6,0.2,9.7092
37,US-2015-150630,TB-21520,OFF-BI-10001525,11,732,15,Standard Class,6.858,6,0.7,-5.715
38,US-2015-150630,TB-21520,OFF-AR-10001683,11,732,15,Standard Class,15.76,2,0.2,3.546
39,CA-2017-107727,MA-17560,OFF-PA-10000249,13,164,16,Second Class,29.472,3,0.2,9.9468
40,CA-2016-117590,GH-14485,TEC-PH-10004977,14,543,6,First Class,1097.544,7,0.2,123.4737
41,CA-2016-117590,GH-14485,FUR-FU-10003664,14,543,6,First Class,190.92,5,0.6,-147.963
42,CA-2015-117415,SN-20710,OFF-EN-10002986,13,99,17,Standard Class,113.328,9,0.2,35.415
43,CA-2015-117415,SN-20710,FUR-BO-10002545,13,99,17,Standard Class,532.3992,3,0.32,-46.9764
44,CA-2015-117415,SN-20710,FUR-CH-10004218,13,99,17,Standard Class,212.058,3,0.3,-15.147
45,CA-2015-117415,SN-20710,TEC-PH-10000486,13,99,17,Standard Class,371.168,4,0.2,41.7564
46,CA-2017-120999,LC-16930,TEC-PH-10004093,15,644,18,Standard Class,147.168,4,0.2,16.5564
47,CA-2016-101343,RA-19885,OFF-ST-10003479,2,226,19,Standard Class,77.88,2,0.0,3.894
48,CA-2017-139619,ES-14080,OFF-ST-10003282,16,185,20,Standard Class,95.616,2,0.2,9.5616
49,CA-2016-118255,ON-18715,TEC-AC-10000171,17,367,21,First Class,45.98,2,0.0,19.7714
50,CA-2016-118255,ON-18715,OFF-BI-10003291,17,367,21,First Class,17.46,2,0.0,8.2062
51,CA-2014-146703,PO-18865,OFF-ST-10001713,18,678,22,Second Class,211.96,4,0.0,8.4784
52,CA-2016-169194,LH-16900,TEC-AC-10002167,19,376,23,Standard Class,45.0,3,0.0,4.95
53,CA-2016-169194,LH-16900,TEC-AC-10002167,328,376,23,Standard Class,45.0,3,0.0,4.95
54,CA-2016-169194,LH-16900,TEC-PH-10003988,19,376,23,Standard Class,21.8,2,0.0,6.104
55,CA-2016-169194,LH-16900,TEC-PH-10003988,328,376,23,Standard Class,21.8,2,0.0,6.104
56,CA-2015-115742,DP-13000,OFF-BI-10004410,20,1257,24,Standard Class,38.22,6,0.0,17.9634
57,CA-2015-115742,DP-13000,OFF-LA-10002762,20,1257,24,Standard Class,75.18,6,0.0,35.3346
58,CA-2015-115742,DP-13000,FUR-FU-10001706,20,1257,24,Standard Class,6.16,2,0.0,2.9568
59,CA-2015-115742,DP-13000,FUR-CH-10003061,20,1257,24,Standard Class,89.99,1,0.0,17.0981
60,CA-2016-105816,JM-15265,OFF-FA-10000304,21,441,25,Standard Class,15.26,7,0.0,6.2566
61,CA-2016-105816,JM-15265,TEC-PH-10002447,21,441,25,Standard Class,1029.95,5,0.0,298.6855
62,CA-2016-111682,TB-21055,OFF-ST-10000604,22,433,26,First Class,208.56,6,0.0,52.14
63,CA-2016-111682,TB-21055,OFF-ST-10000604,385,433,26,First Class,208.56,6,0.0,52.14
64,CA-2016-111682,TB-21055,OFF-PA-10001569,22,433,26,First Class,32.4,5,0.0,15.552
65,CA-2016-111682,TB-21055,OFF-PA-10001569,385,433,26,First Class,32.4,5,0.0,15.552
66,CA-2016-111682,TB-21055,FUR-CH-10003968,22,433,26,First Class,319.41,5,0.1,7.098
67,CA-2016-111682,TB-21055,FUR-CH-10003968,385,433,26,First Class,319.41,5,0.1,7.098
68,CA-2016-111682,TB-21055,OFF-PA-10000587,22,433,26,First Class,14.56,2,0.0,6.9888
69,CA-2016-111682,TB-21055,OFF-PA-10000587,385,433,26,First Class,14.56,2,0.0,6.9888
70,CA-2016-111682,TB-21055,TEC-AC-10002167,22,433,26,First Class,30.0,2,0.0,3.3
71,CA-2016-111682,TB-21055,TEC-AC-10002167,385,433,26,First Class,30.0,2,0.0,3.3
72,CA-2016-111682,TB-21055,OFF-BI-10001460,22,433,26,First Class,48.48,4,0.2,16.362
73,CA-2016-111682,TB-21055,OFF-BI-10001460,385,433,26,First Class,48.48,4,0.2,16.362
74,CA-2016-111682,TB-21055,OFF-AR-10001868,22,433,26,First Class,1.68,1,0.0,0.84
75,CA-2016-111682,TB-21055,OFF-AR-10001868,385,433,26,First Class,1.68,1,0.0,0.84
76,CA-2015-135545,KM-16720,TEC-AC-10004633,2,1006,27,Standard Class,13.98,2,0.0,6.1512
77,CA-2015-135545,KM-16720,OFF-BI-10001078,2,1006,27,Standard Class,25.824,6,0.2,9.3612
78,CA-2015-135545,KM-16720,OFF-PA-10003892,2,1006,27,Standard Class,146.73,3,0.0,68.9631
79,CA-2015-135545,KM-16720,FUR-FU-10000397,2,1006,27,Standard Class,79.76,4,0.0,22.3328
80,US-2015-164175,PS-18970,FUR-CH-10001146,23,863,28,Standard Class,213.115,5,0.3,-15.2225
81,CA-2014-106376,BS-11590,OFF-AR-10002671,24,693,29,Standard Class,1113.024,8,0.2,111.3024
82,CA-2014-106376,BS-11590,TEC-PH-10002726,24,693,29,Standard Class,167.968,4,0.2,62.988
83,CA-2016-119823,KD-16270,OFF-PA-10000482,25,205,30,First Class,75.88,2,0.0,35.6636
84,CA-2016-119823,KD-16270,OFF-PA-10000482,137,205,30,First Class,75.88,2,0.0,35.6636
85,CA-2016-119823,KD-16270,OFF-PA-10000482,303,205,30,First Class,75.88,2,0.0,35.6636
86,CA-2016-119823,KD-16270,OFF-PA-10000482,307,205,30,First Class,75.88,2,0.0,35.6636
87,CA-2016-106075,HM-14980,OFF-BI-10004654,21,802,31,Standard Class,4.616,1,0.2,1.731
88,CA-2017-114440,TB-21520,OFF-PA-10004675,26,948,32,Second Class,19.05,3,0.0,8.763
89,CA-2017-114440,TB-21520,OFF-PA-10004675,113,948,32,Second Class,19.05,3,0.0,8.763
90,CA-2017-114440,TB-21520,OFF-PA-10004675,254,948,32,Second Class,19.05,3,0.0,8.763
91,US-2015-134026,JE-15745,FUR-CH-10000513,27,1190,33,Standard Class,831.936,8,0.2,-114.3912
92,US-2015-134026,JE-15745,FUR-FU-10003708,27,1190,33,Standard Class,97.04,2,0.2,1.213
93,US-2015-134026,JE-15745,OFF-ST-10004123,27,1190,33,Standard Class,72.784,1,0.2,-18.196
94,US-2017-118038,KB-16600,OFF-BI-10004182,13,785,34,First Class,1.248,3,0.8,-1.9344
95,US-2017-118038,KB-16600,FUR-FU-10000260,13,785,34,First Class,9.708,3,0.6,-5.8248
96,US-2017-118038,KB-16600,OFF-ST-10000615,13,785,34,First Class,27.24,3,0.2,2.724
97,US-2014-147606,JE-15745,FUR-FU-10003194,13,159,35,Second Class,19.3,5,0.6,-14.475
98,CA-2016-127208,SC-20770,OFF-AP-10002118,28,842,36,First Class,208.16,1,0.0,56.2032
99,CA-2016-127208,SC-20770,OFF-AP-10002118,54,842,36,First Class,208.16,1,0.0,56.2032
100,CA-2016-127208,SC-20770,OFF-BI-10002309,28,842,36,First Class,16.74,3,0.0,8.0352
101,CA-2016-127208,SC-20770,OFF-BI-10002309,54,842,36,First Class,16.74,3,0.0,8.0352
102,CA-2014-139451,DN-13690,OFF-AR-10002053,9,977,37,Standard Class,14.9,5,0.0,4.172
103,CA-2014-139451,DN-13690,OFF-ST-10002370,9,977,37,Standard Class,21.39,1,0.0,6.2031
104,CA-2015-149734,JC-16105,OFF-EN-10000927,29,1337,38,Standard Class,200.984,7,0.2,62.8075
105,US-2017-119662,CS-12400,OFF-ST-10003656,23,88,39,First Class,230.376,3,0.2,-48.9549
106,CA-2017-140088,PO-18865,FUR-CH-10000863,30,1338,40,Second Class,301.96,2,0.0,33.2156
107,CA-2017-140088,PO-18865,FUR-CH-10000863,70,1338,40,Second Class,301.96,2,0.0,33.2156
108,CA-2017-140088,PO-18865,FUR-CH-10000863,184,1338,40,Second Class,301.96,2,0.0,33.2156
109,CA-2017-140088,PO-18865,FUR-CH-10000863,312,1338,40,Second Class,301.96,2,0.0,33.2156
110,CA-2017-155558,PG-18895,TEC-AC-10001998,31,216,41,Standard Class,19.99,1,0.0,6.7966
111,CA-2017-155558,PG-18895,TEC-AC-10001998,126,216,41,Standard Class,19.99,1,0.0,6.7966
112,CA-2017-155558,PG-18895,OFF-LA-10000134,31,216,41,Standard Class,6.16,2,0.0,2.9568
113,CA-2017-155558,PG-18895,OFF-LA-10000134,126,216,41,Standard Class,6.16,2,0.0,2.9568
114,CA-2016-159695,GM-14455,OFF-ST-10003442,13,1013,42,Second Class,158.368,7,0.2,13.8572
115,CA-2016-109806,JS-15685,OFF-AR-10004930,2,107,43,Standard Class,20.1,3,0.0,6.633
116,CA-2016-109806,JS-15685,TEC-PH-10004093,2,107,43,Standard Class,73.584,2,0.2,8.2782
117,CA-2016-109806,JS-15685,OFF-PA-10000304,2,107,43,Standard Class,6.48,1,0.0,3.1104
118,CA-2015-149587,KB-16315,OFF-PA-10003177,32,1323,44,Second Class,12.96,2,0.0,6.2208
119,CA-2015-149587,KB-16315,FUR-FU-10003799,32,1323,44,Second Class,53.34,3,0.0,16.5354
120,CA-2015-149587,KB-16315,OFF-BI-10002852,32,1323,44,Second Class,32.96,2,0.0,16.1504
121,US-2017-109484,RB-19705,OFF-BI-10004738,33,374,45,Standard Class,5.682,1,0.7,-3.788
122,CA-2017-161018,PN-18775,FUR-FU-10000629,21,749,46,Second Class,96.53,7,0.0,40.5426
123,CA-2017-157833,KD-16345,OFF-BI-10001721,9,1245,47,First Class,51.312,3,0.2,17.9592
124,CA-2016-149223,ER-13855,OFF-AP-10000358,34,480,48,Standard Class,77.88,6,0.0,22.5852
125,CA-2016-158568,RB-19465,OFF-PA-10003256,23,653,49,Standard Class,64.624,7,0.2,22.6184
126,CA-2016-158568,RB-19465,TEC-AC-10001767,23,653,49,Standard Class,95.976,3,0.2,-10.7973
127,CA-2016-158568,RB-19465,OFF-BI-10002609,23,653,49,Standard Class,1.788,3,0.8,-3.0396
128,CA-2016-129903,GZ-14470,OFF-PA-10004040,31,418,50,Second Class,23.92,4,0.0,11.7208
129,CA-2016-129903,GZ-14470,OFF-PA-10004040,126,418,50,Second Class,23.92,4,0.0,11.7208
130,US-2015-156867,LC-16870,TEC-AC-10001552,35,682,51,Standard Class,238.896,6,0.2,-26.8758
131,US-2015-156867,LC-16870,TEC-AC-10001552,151,682,51,Standard Class,238.896,6,0.2,-26.8758
132,US-2015-156867,LC-16870,FUR-FU-10004006,35,682,51,Standard Class,102.36,3,0.2,-3.8385
133,US-2015-156867,LC-16870,FUR-FU-10004006,151,682,51,Standard Class,102.36,3,0.2,-3.8385
134,US-2015-156867,LC-16870,OFF-BI-10002794,35,682,51,Standard Class,36.882,3,0.7,-25.8174
135,US-2015-156867,LC-16870,OFF-BI-10002794,151,682,51,Standard Class,36.882,3,0.7,-25.8174
136,CA-2017-119004,JM-15250,TEC-AC-10003499,36,123,52,Standard Class,74.112,8,0.2,17.6016
137,CA-2017-119004,JM-15250,TEC-PH-10002844,36,123,52,Standard Class,27.992,1,0.2,2.0994
138,CA-2017-119004,JM-15250,OFF-AR-10000390,36,123,52,Standard Class,3.304,1,0.2,1.0738
139,CA-2015-129476,PA-19060,TEC-AC-10000844,37,527,53,Standard Class,339.96,5,0.2,67.992
140,CA-2017-146780,CV-12805,FUR-FU-10001934,21,210,54,Standard Class,41.96,2,0.0,10.9096
141,CA-2016-128867,CL-12565,OFF-AR-10000380,38,122,55,Standard Class,75.96,2,0.0,22.788
142,CA-2016-128867,CL-12565,OFF-BI-10003981,38,122,55,Standard Class,27.24,6,0.0,13.3476
143,CA-2014-115259,RC-19960,OFF-FA-10000621,39,1037,56,Second Class,40.096,14,0.2,14.5348
144,CA-2014-115259,RC-19960,OFF-FA-10000621,96,1037,56,Second Class,40.096,14,0.2,14.5348
145,CA-2014-115259,RC-19960,OFF-FA-10000621,118,1037,56,Second Class,40.096,14,0.2,14.5348
146,CA-2014-115259,RC-19960,OFF-EN-10002600,39,1037,56,Second Class,4.72,2,0.2,1.652
147,CA-2014-115259,RC-19960,OFF-EN-10002600,96,1037,56,Second Class,4.72,2,0.2,1.652
148,CA-2014-115259,RC-19960,OFF-EN-10002600,118,1037,56,Second Class,4.72,2,0.2,1.652
149,CA-2014-115259,RC-19960,OFF-PA-10004965,39,1037,56,Second Class,23.976,3,0.2,7.4925
150,CA-2014-115259,RC-19960,OFF-PA-10004965,96,1037,56,Second Class,23.976,3,0.2,7.4925
151,CA-2014-115259,RC-19960,OFF-PA-10004965,118,1037,56,Second Class,23.976,3,0.2,7.4925
152,CA-2014-115259,RC-19960,OFF-EN-10002504,39,1037,56,Second Class,130.464,6,0.2,44.0316
153,CA-2014-115259,RC-19960,OFF-EN-10002504,96,1037,56,Second Class,130.464,6,0.2,44.0316
154,CA-2014-115259,RC-19960,OFF-EN-10002504,118,1037,56,Second Class,130.464,6,0.2,44.0316
155,CA-2015-110457,DK-13090,FUR-TA-10001768,5,933,57,Standard Class,787.53,3,0.0,165.3813
156,US-2015-136476,GG-14650,OFF-BI-10003650,40,1226,58,Standard Class,157.794,1,0.7,-115.7156
157,US-2015-136476,GG-14650,OFF-BI-10003650,293,1226,58,Standard Class,157.794,1,0.7,-115.7156
158,CA-2016-103730,SC-20725,FUR-FU-10002157,41,842,36,First Class,47.04,3,0.0,18.3456
159,CA-2016-103730,SC-20725,FUR-FU-10002157,108,842,36,First Class,47.04,3,0.0,18.3456
160,CA-2016-103730,SC-20725,OFF-BI-10003910,41,842,36,First Class,30.84,4,0.0,13.878
161,CA-2016-103730,SC-20725,OFF-BI-10003910,108,842,36,First Class,30.84,4,0.0,13.878
162,CA-2016-103730,SC-20725,OFF-ST-10000777,41,842,36,First Class,226.56,6,0.0,63.4368
163,CA-2016-103730,SC-20725,OFF-ST-10000777,108,842,36,First Class,226.56,6,0.0,63.4368
164,CA-2016-103730,SC-20725,OFF-EN-10002500,41,842,36,First Class,115.02,9,0.0,51.759
165,CA-2016-103730,SC-20725,OFF-EN-10002500,108,842,36,First Class,115.02,9,0.0,51.759
166,CA-2016-103730,SC-20725,TEC-PH-10003875,41,842,36,First Class,68.04,7,0.0,19.7316
167,CA-2016-103730,SC-20725,TEC-PH-10003875,108,842,36,First Class,68.04,7,0.0,19.7316
168,US-2014-152030,AD-10180,FUR-CH-10004063,13,167,59,Second Class,600.558,3,0.3,-8.5794
169,US-2014-134614,PF-19165,FUR-TA-10004534,42,1258,60,Standard Class,617.7,6,0.5,-407.682
170,US-2014-134614,PF-19165,FUR-TA-10004534,436,1258,60,Standard Class,617.7,6,0.5,-407.682
171,US-2017-107272,TS-21610,OFF-BI-10003274,43,134,45,Standard Class,2.388,2,0.7,-1.8308
172,US-2017-107272,TS-21610,OFF-ST-10002974,43,134,45,Standard Class,243.992,7,0.2,30.499
173,US-2016-125969,LS-16975,FUR-CH-10001146_NEW_128,2,782,55,Second Class,81.424,2,0.2,-9.1602
174,US-2016-125969,LS-16975,FUR-FU-10003773,2,782,55,Second Class,238.56,3,0.0,26.2416
175,US-2017-164147,DW-13585,TEC-PH-10002293,39,986,61,First Class,59.97,5,0.4,-11.994
176,US-2017-164147,DW-13585,TEC-PH-10002293,96,986,61,First Class,59.97,5,0.4,-11.994
177,US-2017-164147,DW-13585,TEC-PH-10002293,118,986,61,First Class,59.97,5,0.4,-11.994
178,US-2017-164147,DW-13585,OFF-PA-10002377,39,986,61,First Class,78.304,2,0.2,29.364
179,US-2017-164147,DW-13585,OFF-PA-10002377,96,986,61,First Class,78.304,2,0.2,29.364
180,US-2017-164147,DW-13585,OFF-PA-10002377,118,986,61,First Class,78.304,2,0.2,29.364
181,US-2017-164147,DW-13585,OFF-FA-10002780,39,986,61,First Class,21.456,9,0.2,6.9732
182,US-2017-164147,DW-13585,OFF-FA-10002780,96,986,61,First Class,21.456,9,0.2,6.9732
183,US-2017-164147,DW-13585,OFF-FA-10002780,118,986,61,First Class,21.456,9,0.2,6.9732
184,CA-2016-145583,LC-16885,OFF-PA-10001804,44,931,62,Standard Class,20.04,3,0.0,9.6192
185,CA-2016-145583,LC-16885,OFF-PA-10001804,500,931,62,Standard Class,20.04,3,0.0,9.6192
186,CA-2016-145583,LC-16885,OFF-PA-10001804,503,931,62,Standard Class,20.04,3,0.0,9.6192
187,CA-2016-145583,LC-16885,OFF-PA-10001736,44,931,62,Standard Class,35.44,1,0.0,16.6568
188,CA-2016-145583,LC-16885,OFF-PA-10001736,500,931,62,Standard Class,35.44,1,0.0,16.6568
189,CA-2016-145583,LC-16885,OFF-PA-10001736,503,931,62,Standard Class,35.44,1,0.0,16.6568
190,CA-2016-145583,LC-16885,OFF-AR-10001149,44,931,62,Standard Class,11.52,4,0.0,3.456
191,CA-2016-145583,LC-16885,OFF-AR-10001149,500,931,62,Standard Class,11.52,4,0.0,3.456
192,CA-2016-145583,LC-16885,OFF-AR-10001149,503,931,62,Standard Class,11.52,4,0.0,3.456
193,CA-2016-145583,LC-16885,OFF-FA-10002988,44,931,62,Standard Class,4.02,2,0.0,1.9698
194,CA-2016-145583,LC-16885,OFF-FA-10002988,500,931,62,Standard Class,4.02,2,0.0,1.9698
195,CA-2016-145583,LC-16885,OFF-FA-10002988,503,931,62,Standard Class,4.02,2,0.0,1.9698
196,CA-2016-145583,LC-16885,OFF-BI-10004781,44,931,62,Standard Class,76.176,3,0.2,26.6616
197,CA-2016-145583,LC-16885,OFF-BI-10004781,500,931,62,Standard Class,76.176,3,0.2,26.6616
198,CA-2016-145583,LC-16885,OFF-BI-10004781,503,931,62,Standard Class,76.176,3,0.2,26.6616
199,CA-2016-145583,LC-16885,OFF-SU-10001218,44,931,62,Standard Class,65.88,6,0.0,18.4464
200,CA-2016-145583,LC-16885,OFF-SU-10001218,500,931,62,Standard Class,65.88,6,0.0,18.4464
201,CA-2016-145583,LC-16885,OFF-SU-10001218,503,931,62,Standard Class,65.88,6,0.0,18.4464
202,CA-2016-145583,LC-16885,FUR-FU-10001706,44,931,62,Standard Class,43.12,14,0.0,20.6976
203,CA-2016-145583,LC-16885,FUR-FU-10001706,500,931,62,Standard Class,43.12,14,0.0,20.6976
204,CA-2016-145583,LC-16885,FUR-FU-10001706,503,931,62,Standard Class,43.12,14,0.0,20.6976
205,CA-2016-110366,JD-15895,FUR-FU-10004848_NEW_140,11,345,63,Second Class,82.8,2,0.2,10.35
206,CA-2017-106180,SH-19975,OFF-AR-10000940,9,935,20,Standard Class,8.82,3,0.0,2.3814
207,CA-2017-106180,SH-19975,OFF-EN-10004030,9,935,20,Standard Class,10.86,3,0.0,5.1042
208,CA-2017-106180,SH-19975,OFF-PA-10004327,9,935,20,Standard Class,143.7,3,0.0,68.976
209,CA-2017-155376,SG-20080,OFF-AP-10001058,45,848,64,Standard Class,839.43,3,0.0,218.2518
210,CA-2015-110744,HA-14920,OFF-ST-10003656,46,217,65,Standard Class,671.93,7,0.0,20.1579
211,CA-2015-110744,HA-14920,OFF-ST-10003656,75,217,65,Standard Class,671.93,7,0.0,20.1579
212,CA-2014-110072,MG-17680,FUR-FU-10000521,47,658,66,Standard Class,93.888,4,0.2,12.9096
213,CA-2014-110072,MG-17680,FUR-FU-10000521,259,658,66,Standard Class,93.888,4,0.2,12.9096
214,CA-2016-114489,JE-16165,TEC-PH-10000215,48,456,67,Standard Class,384.45,11,0.0,103.8015
215,CA-2016-114489,JE-16165,TEC-PH-10000215,64,456,67,Standard Class,384.45,11,0.0,103.8015
216,CA-2016-114489,JE-16165,TEC-PH-10000215,101,456,67,Standard Class,384.45,11,0.0,103.8015
217,CA-2016-114489,JE-16165,TEC-PH-10001448,48,456,67,Standard Class,149.97,3,0.0,5.9988
218,CA-2016-114489,JE-16165,TEC-PH-10001448,64,456,67,Standard Class,149.97,3,0.0,5.9988
219,CA-2016-114489,JE-16165,TEC-PH-10001448,101,456,67,Standard Class,149.97,3,0.0,5.9988
220,CA-2016-114489,JE-16165,FUR-CH-10000454,48,456,67,Standard Class,1951.84,8,0.0,585.552
221,CA-2016-114489,JE-16165,FUR-CH-10000454,64,456,67,Standard Class,1951.84,8,0.0,585.552
222,CA-2016-114489,JE-16165,FUR-CH-10000454,101,456,67,Standard Class,1951.84,8,0.0,585.552
223,CA-2016-114489,JE-16165,OFF-BI-10002735,48,456,67,Standard Class,171.55,5,0.0,80.6285
224,CA-2016-114489,JE-16165,OFF-BI-10002735,64,456,67,Standard Class,171.55,5,0.0,80.6285
225,CA-2016-114489,JE-16165,OFF-BI-10002735,101,456,67,Standard Class,171.55,5,0.0,80.6285
226,CA-2016-158834,TW-21025,OFF-AP-10000326,49,21,68,First Class,157.92,5,0.2,17.766
227,CA-2016-158834,TW-21025,TEC-PH-10001254,49,21,68,First Class,203.184,2,0.2,15.2388
228,CA-2015-124919,SP-20650,OFF-PA-10001950,50,1248,69,First Class,58.38,7,0.0,26.271
229,CA-2015-124919,SP-20650,OFF-PA-10002254,50,1248,69,First Class,105.52,4,0.0,48.5392
230,CA-2015-124919,SP-20650,OFF-ST-10001590,50,1248,69,First Class,80.88,6,0.0,21.0288
231,CA-2015-118948,NK-18490,OFF-AR-10001547,5,312,70,Standard Class,6.63,3,0.0,1.7901
232,CA-2014-104269,DB-13060,FUR-CH-10004063,5,1339,71,Second Class,457.568,2,0.2,51.4764
233,CA-2016-114104,NP-18670,OFF-LA-10002475,51,74,72,Standard Class,14.62,2,0.0,6.8714
234,CA-2016-114104,NP-18670,TEC-PH-10004536,51,74,72,Standard Class,944.93,7,0.0,236.2325
235,CA-2016-162733,TT-21070,OFF-PA-10002751,2,719,73,First Class,5.98,1,0.0,2.691
236,CA-2015-119697,EM-13960,TEC-AC-10003657,11,515,17,Second Class,54.384,2,0.2,1.3596
237,CA-2016-154508,RD-19900,OFF-EN-10001990,52,620,74,Standard Class,28.4,5,0.0,13.348
238,CA-2016-113817,MJ-17740,OFF-BI-10004002,5,238,1,Standard Class,27.68,2,0.2,9.688
239,CA-2014-139892,BM-11140,OFF-AR-10004441,53,1314,75,Standard Class,9.936,3,0.2,2.7324
240,CA-2014-139892,BM-11140,TEC-MA-10000822,53,1314,75,Standard Class,8159.952,8,0.4,-1359.992
241,CA-2014-139892,BM-11140,OFF-ST-10000991,53,1314,75,Standard Class,275.928,3,0.2,-58.6347
242,CA-2014-139892,BM-11140,FUR-CH-10004287,53,1314,75,Standard Class,1740.06,9,0.3,-24.858
243,CA-2014-139892,BM-11140,OFF-AR-10002656,53,1314,75,Standard Class,32.064,6,0.2,6.8136
244,CA-2014-139892,BM-11140,OFF-AP-10002518,53,1314,75,Standard Class,177.98,5,0.8,-453.849
245,CA-2014-139892,BM-11140,TEC-PH-10003931,53,1314,75,Standard Class,143.976,3,0.2,8.9985
246,CA-2014-118962,CS-12130,OFF-PA-10000659,2,91,76,Standard Class,20.94,3,0.0,9.8418
247,CA-2014-118962,CS-12130,OFF-PA-10001144,2,91,76,Standard Class,110.96,2,0.0,53.2608
248,CA-2014-118962,CS-12130,FUR-CH-10003817,2,91,76,Standard Class,340.144,7,0.2,21.259
249,US-2014-100853,JB-15400,OFF-AP-10000891,23,932,77,Standard Class,52.448,2,0.8,-131.12
250,US-2014-100853,JB-15400,OFF-LA-10003148,23,932,77,Standard Class,20.16,4,0.2,6.552
251,US-2017-152366,SJ-20500,OFF-AP-10002684,13,558,78,Second Class,97.264,4,0.8,-243.16
252,US-2015-101511,JE-15745,FUR-CH-10004698,47,959,79,Second Class,396.802,7,0.3,-11.3372
253,US-2015-101511,JE-15745,FUR-CH-10004698,259,959,79,Second Class,396.802,7,0.3,-11.3372
254,US-2015-101511,JE-15745,OFF-SU-10002189,47,959,79,Second Class,15.88,5,0.2,-3.7715
255,US-2015-101511,JE-15745,OFF-SU-10002189,259,959,79,Second Class,15.88,5,0.2,-3.7715
256,CA-2015-137225,JK-15640,OFF-AR-10001940,21,632,80,Standard Class,3.28,1,0.0,1.4104
257,CA-2014-166191,DK-13150,OFF-ST-10003455,28,693,81,Second Class,24.816,2,0.2,1.8612
